Process,Category,Metric,Timestamp,TimestampRaw,Value
Global,CPU Core Load,CPU 0 Load,11021599,1764659930112654,0.0
Global,CPU Core Load,CPU 0 Load,11072178,1764659930163233,144384000.0
Global,CPU Core Load,CPU 0 Load,11122686,1764659930213741,0.0
Global,CPU Core Load,CPU 0 Load,11173250,1764659930264305,0.0
Global,CPU Core Load,CPU 0 Load,11223792,1764659930314847,144384000.0
Global,CPU Core Load,CPU 0 Load,11274377,1764659930365432,0.0
Global,CPU Core Load,CPU 0 Load,11324929,1764659930415984,0.0
Global,CPU Core Load,CPU 0 Load,11375489,1764659930466544,0.0
Global,CPU Core Load,CPU 0 Load,11426002,1764659930517057,144384000.0
Global,CPU Core Load,CPU 0 Load,11476500,1764659930567555,0.0
Global,CPU Core Load,CPU 0 Load,11526944,1764659930617999,0.0
Global,CPU Core Load,CPU 0 Load,11577292,1764659930668347,0.0
Global,CPU Core Load,CPU 0 Load,11627740,1764659930718795,0.0
Global,CPU Core Load,CPU 0 Load,11678324,1764659930769379,0.0
Global,CPU Core Load,CPU 0 Load,11728878,1764659930819933,144384000.0
Global,CPU Core Load,CPU 0 Load,11779443,1764659930870498,203520000.0
Global,CPU Core Load,CPU 0 Load,11830015,1764659930921070,0.0
Global,CPU Core Load,CPU 0 Load,11880480,1764659930971535,0.0
Global,CPU Core Load,CPU 0 Load,11931079,1764659931022134,0.0
Global,CPU Core Load,CPU 0 Load,11981600,1764659931072655,379008000.0
Global,CPU Core Load,CPU 0 Load,12032111,1764659931123166,0.0
Global,CPU Core Load,CPU 0 Load,12082588,1764659931173643,0.0
Global,CPU Core Load,CPU 0 Load,12132981,1764659931224036,0.0
Global,CPU Core Load,CPU 0 Load,12183429,1764659931274484,0.0
Global,CPU Core Load,CPU 0 Load,12234002,1764659931325057,0.0
Global,CPU Core Load,CPU 0 Load,12284601,1764659931375656,144384000.0
Global,CPU Core Load,CPU 0 Load,12335182,1764659931426237,297792000.0
Global,CPU Core Load,CPU 0 Load,12385738,1764659931476793,0.0
Global,CPU Core Load,CPU 0 Load,12436322,1764659931527377,144384000.0
Global,CPU Core Load,CPU 0 Load,12486866,1764659931577921,0.0
Global,CPU Core Load,CPU 0 Load,12537444,1764659931628499,180480000.0
Global,CPU Core Load,CPU 0 Load,12587957,1764659931679012,0.0
Global,CPU Core Load,CPU 0 Load,12638503,1764659931729558,252672000.0
Global,CPU Core Load,CPU 0 Load,12688941,1764659931779996,0.0
Global,CPU Core Load,CPU 0 Load,12739315,1764659931830370,144384000.0
Global,CPU Core Load,CPU 0 Load,12789779,1764659931880834,180480000.0
Global,CPU Core Load,CPU 0 Load,12840299,1764659931931354,0.0
Global,CPU Core Load,CPU 0 Load,12890833,1764659931981888,0.0
Global,CPU Core Load,CPU 0 Load,12941317,1764659932032372,0.0
Global,CPU Core Load,CPU 0 Load,12991904,1764659932082959,180480000.0
Global,CPU Core Load,CPU 0 Load,13042480,1764659932133535,0.0
Global,CPU Core Load,CPU 0 Load,13093074,1764659932184129,0.0
Global,CPU Core Load,CPU 0 Load,13143618,1764659932234673,0.0
Global,CPU Core Load,CPU 0 Load,13194111,1764659932285166,0.0
Global,CPU Core Load,CPU 0 Load,13244598,1764659932335653,297792000.0
Global,CPU Core Load,CPU 0 Load,13295188,1764659932386243,0.0
Global,CPU Core Load,CPU 0 Load,13345698,1764659932436753,0.0
Global,CPU Core Load,CPU 0 Load,13396234,1764659932487289,0.0
Global,CPU Core Load,CPU 0 Load,13446810,1764659932537865,0.0
Global,CPU Core Load,CPU 0 Load,13497430,1764659932588485,0.0
Global,CPU Core Load,CPU 0 Load,13548483,1764659932639538,180480000.0
Global,CPU Core Load,CPU 0 Load,13599057,1764659932690112,144384000.0
Global,CPU Core Load,CPU 0 Load,13649546,1764659932740601,0.0
Global,CPU Core Load,CPU 0 Load,13700087,1764659932791142,0.0
Global,CPU Core Load,CPU 0 Load,13750693,1764659932841748,0.0
Global,CPU Core Load,CPU 0 Load,13801215,1764659932892270,0.0
Global,CPU Core Load,CPU 0 Load,13851790,1764659932942845,0.0
Global,CPU Core Load,CPU 0 Load,13902492,1764659932993547,0.0
Global,CPU Core Load,CPU 0 Load,13953009,1764659933044064,144384000.0
Global,CPU Core Load,CPU 0 Load,14003552,1764659933094607,0.0
Global,CPU Core Load,CPU 0 Load,14054074,1764659933145129,180480000.0
Global,CPU Core Load,CPU 0 Load,14104621,1764659933195676,0.0
Global,CPU Core Load,CPU 0 Load,14155170,1764659933246225,0.0
Global,CPU Core Load,CPU 0 Load,14205760,1764659933296815,0.0
Global,CPU Core Load,CPU 0 Load,14256287,1764659933347342,144384000.0
Global,CPU Core Load,CPU 0 Load,14306856,1764659933397911,0.0
Global,CPU Core Load,CPU 0 Load,14357410,1764659933448465,0.0
Global,CPU Core Load,CPU 0 Load,14407968,1764659933499023,0.0
Global,CPU Core Load,CPU 0 Load,14458540,1764659933549595,0.0
Global,CPU Core Load,CPU 0 Load,14509088,1764659933600143,0.0
Global,CPU Core Load,CPU 0 Load,14559628,1764659933650683,0.0
Global,CPU Core Load,CPU 0 Load,14610391,1764659933701446,0.0
Global,CPU Core Load,CPU 0 Load,14660889,1764659933751944,144384000.0
Global,CPU Core Load,CPU 0 Load,14711450,1764659933802505,0.0
Global,CPU Core Load,CPU 0 Load,14762028,1764659933853083,0.0
Global,CPU Core Load,CPU 0 Load,14812581,1764659933903636,297792000.0
Global,CPU Core Load,CPU 0 Load,14863124,1764659933954179,0.0
Global,CPU Core Load,CPU 0 Load,14913615,1764659934004670,0.0
Global,CPU Core Load,CPU 0 Load,14964215,1764659934055270,0.0
Global,CPU Core Load,CPU 0 Load,15014716,1764659934105771,144384000.0
Global,CPU Core Load,CPU 0 Load,15065238,1764659934156293,0.0
Global,CPU Core Load,CPU 0 Load,15115805,1764659934206860,0.0
Global,CPU Core Load,CPU 0 Load,15167136,1764659934258191,0.0
Global,CPU Core Load,CPU 0 Load,15217681,1764659934308736,0.0
Global,CPU Core Load,CPU 0 Load,15268186,1764659934359241,0.0
Global,CPU Core Load,CPU 0 Load,15318737,1764659934409792,0.0
Global,CPU Core Load,CPU 0 Load,15369299,1764659934460354,144384000.0
Global,CPU Core Load,CPU 0 Load,15419844,1764659934510899,0.0
Global,CPU Core Load,CPU 0 Load,15470425,1764659934561480,0.0
Global,CPU Core Load,CPU 0 Load,15521019,1764659934612074,453120000.0
Global,CPU Core Load,CPU 0 Load,15571903,1764659934662958,360960000.0
Global,CPU Core Load,CPU 0 Load,15622494,1764659934713549,0.0
Global,CPU Core Load,CPU 0 Load,15673079,1764659934764134,252672000.0
Global,CPU Core Load,CPU 0 Load,15723601,1764659934814656,0.0
Global,CPU Core Load,CPU 0 Load,15774135,1764659934865190,0.0
Global,CPU Core Load,CPU 0 Load,15824607,1764659934915662,0.0
Global,CPU Core Load,CPU 0 Load,15875167,1764659934966222,0.0
Global,CPU Core Load,CPU 0 Load,15925687,1764659935016742,0.0
Global,CPU Core Load,CPU 0 Load,15976191,1764659935067246,0.0
Global,CPU Core Load,CPU 0 Load,16026755,1764659935117810,180480000.0
Global,CPU Core Load,CPU 0 Load,16077321,1764659935168376,0.0
Global,CPU Core Load,CPU 0 Load,16127834,1764659935218889,0.0
Global,CPU Core Load,CPU 0 Load,16178406,1764659935269461,0.0
Global,CPU Core Load,CPU 0 Load,16228964,1764659935320019,0.0
Global,CPU Core Load,CPU 0 Load,16279519,1764659935370574,0.0
Global,CPU Core Load,CPU 0 Load,16330027,1764659935421082,0.0
Global,CPU Core Load,CPU 0 Load,16380552,1764659935471607,0.0
Global,CPU Core Load,CPU 0 Load,16431116,1764659935522171,180480000.0
Global,CPU Core Load,CPU 0 Load,16481767,1764659935572822,144384000.0
Global,CPU Core Load,CPU 0 Load,16532311,1764659935623366,0.0
Global,CPU Core Load,CPU 0 Load,16582839,1764659935673894,0.0
Global,CPU Core Load,CPU 0 Load,16633407,1764659935724462,0.0
Global,CPU Core Load,CPU 0 Load,16684518,1764659935775573,906240000.0
Global,CPU Core Load,CPU 0 Load,16736368,1764659935827423,804288000.0
Global,CPU Core Load,CPU 0 Load,16787060,1764659935878115,180480000.0
Global,CPU Core Load,CPU 0 Load,16839456,1764659935930511,225600000.0
Global,CPU Core Load,CPU 0 Load,16890008,1764659935981063,0.0
Global,CPU Core Load,CPU 0 Load,16940640,1764659936031695,360960000.0
Global,CPU Core Load,CPU 0 Load,16991220,1764659936082275,180480000.0
Global,CPU Core Load,CPU 0 Load,17041896,1764659936132951,451200000.0
Global,CPU Core Load,CPU 0 Load,17092503,1764659936183558,225600000.0
Global,CPU Core Load,CPU 0 Load,17143054,1764659936234109,1132800000.0
Global,CPU Core Load,CPU 0 Load,17194529,1764659936285584,360960000.0
Global,CPU Core Load,CPU 0 Load,17245104,1764659936336159,144384000.0
Global,CPU Core Load,CPU 0 Load,17295694,1764659936386749,0.0
Global,CPU Core Load,CPU 0 Load,17346645,1764659936437700,183744000.0
Global,CPU Core Load,CPU 0 Load,17398065,1764659936489120,906240000.0
Global,CPU Core Load,CPU 0 Load,17449190,1764659936540245,1495296000.0
Global,CPU Core Load,CPU 0 Load,17499756,1764659936590811,0.0
Global,CPU Core Load,CPU 0 Load,17550405,1764659936641460,89088000.0
Global,CPU Core Load,CPU 0 Load,17600954,1764659936692009,111360000.0
Global,CPU Core Load,CPU 0 Load,17651508,1764659936742563,0.0
Global,CPU Core Load,CPU 0 Load,17702079,1764659936793134,0.0
Global,CPU Core Load,CPU 0 Load,17752594,1764659936843649,0.0
Global,CPU Core Load,CPU 0 Load,17803114,1764659936894169,111360000.0
Global,CPU Core Load,CPU 0 Load,17853684,1764659936944739,89088000.0
Global,CPU Core Load,CPU 0 Load,17904244,1764659936995299,0.0
Global,CPU Core Load,CPU 0 Load,17954779,1764659937045834,0.0
Global,CPU Core Load,CPU 0 Load,18005357,1764659937096412,0.0
Global,CPU Core Load,CPU 0 Load,18055943,1764659937146998,111360000.0
Global,CPU Core Load,CPU 0 Load,18106537,1764659937197592,0.0
Global,CPU Core Load,CPU 0 Load,18157070,1764659937248125,0.0
Global,CPU Core Load,CPU 0 Load,18207640,1764659937298695,0.0
Global,CPU Core Load,CPU 0 Load,18258173,1764659937349228,0.0
Global,CPU Core Load,CPU 0 Load,18308708,1764659937399763,0.0
Global,CPU Core Load,CPU 0 Load,18359301,1764659937450356,0.0
Global,CPU Core Load,CPU 0 Load,18409800,1764659937500855,111360000.0
Global,CPU Core Load,CPU 0 Load,18460324,1764659937551379,89088000.0
Global,CPU Core Load,CPU 0 Load,18510892,1764659937601947,0.0
Global,CPU Core Load,CPU 0 Load,18561421,1764659937652476,0.0
Global,CPU Core Load,CPU 0 Load,18611961,1764659937703016,0.0
Global,CPU Core Load,CPU 0 Load,18662563,1764659937753618,0.0
Global,CPU Core Load,CPU 0 Load,18713096,1764659937804151,89088000.0
Global,CPU Core Load,CPU 0 Load,18763665,1764659937854720,0.0
Global,CPU Core Load,CPU 0 Load,18814214,1764659937905269,0.0
Global,CPU Core Load,CPU 0 Load,18864806,1764659937955861,0.0
Global,CPU Core Load,CPU 0 Load,18915330,1764659938006385,111360000.0
Global,CPU Core Load,CPU 0 Load,18965925,1764659938056980,0.0
Global,CPU Core Load,CPU 0 Load,19016429,1764659938107484,0.0
Global,CPU Core Load,CPU 0 Load,19066992,1764659938158047,89088000.0
Global,CPU Core Load,CPU 0 Load,19118407,1764659938209462,0.0
Global,CPU Core Load,CPU 0 Load,19168986,1764659938260041,0.0
Global,CPU Core Load,CPU 0 Load,19219556,1764659938310611,0.0
Global,CPU Core Load,CPU 0 Load,19270136,1764659938361191,0.0
Global,CPU Core Load,CPU 0 Load,19320747,1764659938411802,0.0
Global,CPU Core Load,CPU 0 Load,19371287,1764659938462342,89088000.0
Global,CPU Core Load,CPU 0 Load,19421808,1764659938512863,0.0
Global,CPU Core Load,CPU 0 Load,19472249,1764659938563304,0.0
Global,CPU Core Load,CPU 0 Load,19522719,1764659938613774,0.0
Global,CPU Core Load,CPU 0 Load,19573248,1764659938664303,111360000.0
Global,CPU Core Load,CPU 0 Load,19623771,1764659938714826,0.0
